"","siteID","turfID","TTtreat","recorder","SumOfcover","Year","GRtreat","CountOfSpp"
"403","Ulvhaugen","Ulv2RTC",NA,"Siri",57,2013,"RTC",23
"404","Ulvhaugen","Ulv2RTC",NA,"W",51,2012,"RTC",16
"405","Ulvhaugen","Ulv3RTC",NA,"KK",123,2010,"RTC",23
"406","Ulvhaugen","Ulv3RTC",NA,"KK",99,2012,"RTC",15
"407","Ulvhaugen","Ulv3RTC",NA,"KK",63,2015,"RTC",18
"408","Ulvhaugen","Ulv3RTC",NA,"W",118,2013,"RTC",21
"409","Ulvhaugen","Ulv4RTC",NA,"Siri",26,2012,"RTC",10
"410","Ulvhaugen","Ulv4RTC",NA,"Siri",33,2013,"RTC",11
"411","Ulvhaugen","Ulv4RTC",NA,"VV",101,2010,"RTC",15
"412","Ulvhaugen","Ulv5RTC",NA,"KK",117,2010,"RTC",16
"413","Ulvhaugen","Ulv5RTC",NA,"W",85,2012,"RTC",12
"414","Ulvhaugen","Ulv5RTC",NA,"W",91,2013,"RTC",14
"415","Ulvhaugen","Ulv5RTC",NA,"W",50,2015,"RTC",12
"416","Veskre","263 TTC","TTC","Siri",76,2013,NA,25
"417","Veskre","263 TTC","TTC","W",115,2011,NA,25
"418","Veskre","263 TTC","TTC","W",113,2012,NA,24
"419","Veskre","263 TTC","TTC","W",156,2015,NA,22
"420","Veskre","270 TTC","TTC","IH",200,2011,NA,32
"421","Veskre","270 TTC","TTC","W",134,2012,NA,30
"422","Veskre","270 TTC","TTC","W",114,2013,NA,27
"423","Veskre","270 TTC","TTC","W",167,2015,NA,31
"424","Veskre","271 TTC","TTC","KK",121,2011,NA,28
"425","Veskre","271 TTC","TTC","KK",97,2015,NA,27
"426","Veskre","271 TTC","TTC","Siri",93,2012,NA,31
"427","Veskre","271 TTC","TTC","W",48,2013,NA,27
"428","Veskre","280 TTC","TTC","KK",133,2011,NA,22
"429","Veskre","280 TTC","TTC","KK",108,2012,NA,20
"430","Veskre","280 TTC","TTC","KK",91,2015,NA,24
"431","Veskre","280 TTC","TTC","W",116,2013,NA,22
"432","Veskre","281 TTC","TTC","KK",109,2015,NA,29
"433","Veskre","281 TTC","TTC","Siri",82,2013,NA,35
"434","Veskre","281 TTC","TTC","W",100,2011,NA,29
"435","Veskre","281 TTC","TTC","W",143,2012,NA,29
"436","Veskre","Ves1RTC",NA,"KK",176,2010,"RTC",19
"437","Veskre","Ves1RTC",NA,"SF",32,2013,"RTC",13
"438","Veskre","Ves1RTC",NA,"W",72,2012,"RTC",12
"439","Veskre","Ves1RTC",NA,"W",117,2015,"RTC",12
"440","Veskre","Ves2RTC",NA,"KK",166,2010,"RTC",20
"441","Veskre","Ves2RTC",NA,"KK",62,2012,"RTC",13
"442","Veskre","Ves2RTC",NA,"Siri",59,2013,"RTC",13
"443","Veskre","Ves2RTC",NA,"W",134,2015,"RTC",15
"444","Veskre","Ves3RTC",NA,"KK",115,2010,"RTC",22
"445","Veskre","Ves3RTC",NA,"KK",56,2015,"RTC",12
"446","Veskre","Ves3RTC",NA,"SF",46,2013,"RTC",15
"447","Veskre","Ves3RTC",NA,"Siri",40,2012,"RTC",16
"448","Veskre","Ves4RTC",NA,"KK",152,2010,"RTC",21
"449","Veskre","Ves4RTC",NA,"KK",89,2015,"RTC",12
"450","Veskre","Ves4RTC",NA,"SF",32,2012,"RTC",8
"451","Veskre","Ves4RTC",NA,"W",74,2013,"RTC",10
"452","Veskre","Ves5RTC",NA,"KK",145,2010,"RTC",28
"453","Veskre","Ves5RTC",NA,"KK",56,2015,"RTC",14
"454","Veskre","Ves5RTC",NA,"Owen",63,2012,"RTC",13
"455","Veskre","Ves5RTC",NA,"PM",36,2013,"RTC",14
"456","Vikesland","126 TTC","TTC","KK",122,2015,NA,13
"457","Vikesland","126 TTC","TTC","W",133,2011,NA,14
"458","Vikesland","126 TTC","TTC","W",116,2012,NA,14
"459","Vikesland","126 TTC","TTC","W",106,2013,NA,13
"460","Vikesland","134 TTC","TTC","IH",96,2011,NA,16
"461","Vikesland","134 TTC","TTC","KK",77,2013,NA,17
"462","Vikesland","134 TTC","TTC","W",74,2012,NA,16
"463","Vikesland","134 TTC","TTC","W",79,2015,NA,15
"464","Vikesland","140 TTC","TTC","KK",114,2011,NA,16
"465","Vikesland","140 TTC","TTC","PM",77,2012,NA,12
"466","Vikesland","140 TTC","TTC","Siri",103,2015,NA,15
"467","Vikesland","140 TTC","TTC","W",108,2013,NA,12
"468","Vikesland","141 TTC","TTC","IH",106,2011,NA,13
"469","Vikesland","141 TTC","TTC","KK",115,2012,NA,14
"470","Vikesland","141 TTC","TTC","W",140,2013,NA,18
"471","Vikesland","141 TTC","TTC","W",131,2015,NA,14
"472","Vikesland","146 TTC","TTC","KK",97,2013,NA,16
"473","Vikesland","146 TTC","TTC","KK",80,2015,NA,17
"474","Vikesland","146 TTC","TTC","Siri",94,2012,NA,17
"475","Vikesland","146 TTC","TTC","W",137,2011,NA,18
"476","Vikesland","Vik1RTCnew",NA,"Siri",50,2012,"RTC",10
"477","Vikesland","Vik1RTCnew",NA,"Siri / W",59,2013,"RTC",11
"478","Vikesland","Vik1RTCnew",NA,"W",71,2011,"RTC",12
"479","Vikesland","Vik1RTCnew",NA,"W",99,2015,"RTC",9
"480","Vikesland","Vik2RTC",NA,"VV",56,2010,"RTC",14
"481","Vikesland","Vik2RTC",NA,"W",75,2012,"RTC",10
"482","Vikesland","Vik2RTC",NA,"W",74,2013,"RTC",12
"483","Vikesland","Vik2RTC",NA,"W",69,2015,"RTC",11
"484","Vikesland","Vik3RTC",NA,"KK",116,2013,"RTC",9
"485","Vikesland","Vik3RTC",NA,"PM",84,2012,"RTC",8
"486","Vikesland","Vik3RTC",NA,"Siri",110,2015,"RTC",9
"487","Vikesland","Vik3RTC",NA,"VV",73,2010,"RTC",12
"488","Vikesland","Vik4RTC",NA,"KK",89,2012,"RTC",12
"489","Vikesland","Vik4RTC",NA,"VV",68,2010,"RTC",15
"490","Vikesland","Vik4RTC",NA,"W",140,2013,"RTC",14
"491","Vikesland","Vik4RTC",NA,"W",169,2015,"RTC",10
"492","Vikesland","Vik5RTC",NA,"KK",117,2013,"RTC",14
"493","Vikesland","Vik5RTC",NA,"KK",92,2015,"RTC",13
"494","Vikesland","Vik5RTC",NA,"Siri",64,2012,"RTC",10
"495","Vikesland","Vik5RTC",NA,"VV",78,2010,"RTC",16
