DestinationSite,DestinationBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,subPlot,year,date,Measure,recorder,Ach mil,Aco sep,Agr cap,Agr mer,Alc alp,Alc sp,Ane nem,Ant alp ,Ant dio,Ant odo,Arc alp,Ast alp,Ato rup,Ave fle,Ave pub,Bar alp,Bet nan,Bet pub,Bis viv,Bot lun ,Cal vul,Cam rot,Cap bur,Car atr,Car big,Car cap,Car ech,Car fla,Car lep,Car nig,Car nor,Car pal,Car pan,Car pau,Car pil,Car pul,Car sax,Car vag,Car sp,Car car,Cer alp,Cer cer,Cer fon,Cer gla,Cha alp,Cir pal,Dac glo,Dan dec,Des ces,Dia del,Dia del,Dia glo,Emp her,Epi ana,Epi sp ,Equ arv,Eri uni,Eup sp,Fes ovi,Fes rub,Fes viv,Fil ulm,Fra ves,Gal bor,Gal sax,Gal uli ,Gal ver,Gen ama,Gen niv,Gen ten,Ger syl,Geu riv,Gym dry,Hie pil,Hie vul,Hie sp,Hyp mac,Hypo mac,Jun alp,Jun fil,Jun com,Jun tri,Kna arv,Kob sim,Leo aut,Leu vul,Lin vul,Lot cor,Luz mul,Luz pil,Luz sp,Luz spi,Lyc vis,Mel pra,Nar stri,Noc cae,Oma nor,Oma sup,Oma syl,Oxa ace,Oxy dig,Par pal,Phl alp,Phl pra,Phy cae,Pim sax,Pin vul,Pin alp,Pla lan,Pla maj,Pla med,Poa alp,Poa ann,Poa pra,Pot arg ,Pot cra,Pot ere,Pru vul,Pyr min,Pyr nor,Pyr sp,Ran acr,Ran aur,Ran rep,Rhi min,Rho ros,Rub ida,Rum ace,Rum ac-la,Sag pro,Sag sag,Sag sp,Sal her,Sal lan,Sal phy,Sal ret,Sal sp,Sau alp,Sax aiz ,Sax opp,Sed acr,Sel sel,Sib pro,Sil aca,Sil pra,Sil vul,Sol vir,Sor aur,Ste gra,Ste med,Suc pra,Tar sp,Tha alp,Thl arv,Tof pus,Tri eur,Tri ces,Tri med,Tri mon,Tri pra,Tri rep,Vac myr,Vac uli,Vac vit,Ver alp,Ver cha,Ver fru,Ver off,Ver ser,Vic cra,Vic sep,Vio bif,Vio pal,Vio riv,Vio tri,Vio sp,Vis vul,pleuro,acro,liver,lichen,litter,soil,rock,seedlings,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,7,2011,27-Jul,Presence,IH,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,65,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,8,2011,27-Jul,Presence,IH,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,9,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,75,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,10,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,70,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,11,2011,27-Jul,Presence,IH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,85,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,12,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,75,0,0,0,6,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,13,2011,27-Jul,Presence,IH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,80,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,14,2011,27-Jul,Presence,IH,1,,1,,,,,,,1,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J,1",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,15,2011,27-Jul,Presence,IH,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,60,0,0,0,10,10,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,16,2011,27-Jul,Presence,IH,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,1,,,,50,0,0,0,15,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,17,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F,J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,50,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,18,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,70,0,0,0,12,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,19,2011,27-Jul,Presence,IH,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,40,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,20,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,0,20,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,21,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,50,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,22,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,40,0,0,0,20,0,0,,,,,20,5,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,23,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,"F,J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,50,0,0,0,25,0,0,,,,,15,7,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,24,2011,27-Jul,Presence,IH,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,45,0,0,0,15,0,0,,,,,20,10,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,25,2011,27-Jul,Presence,IH,1,,,,,,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,40,0,0,0,18,0,0,,,,,30,7,,,,
Vikesland,2,134,TTC,134,134 TTC,,TTC,%,2011,27-Jul,Cover,IH,5,,10,,,,,,,7,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,10,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,,,,,12,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,15,,,,,,,4,,,,,,1,1,,,62,0,0,0,11.24,0.4,0,,70,50,0,21.25,7.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,1,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"J,1",,,70,0,0,0,10,10,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,2,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,50,0,0,0,5,20,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,3,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,40,0,0,0,5,15,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,4,2011,27-Jul,Presence,IH,,,1,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,10,20,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,5,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,20,0,0,0,20,5,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,6,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,25,0,0,0,50,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,7,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,FD,,,,,,,,,,30,0,0,0,20,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,8,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,0,15,0,0,10,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,9,2011,27-Jul,Presence,IH,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,20,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,10,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,0,0,0,50,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,11,2011,27-Jul,Presence,IH,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,20,0,0,0,50,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,12,2011,27-Jul,Presence,IH,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,40,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,13,2011,27-Jul,Presence,IH,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,30,0,0,0,12,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,14,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,F,,,10,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,15,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,15,0,0,0,5,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,16,2011,27-Jul,Presence,IH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,5,0,0,0,60,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,17,2011,27-Jul,Presence,IH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,0,0,0,0,70,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,18,2011,27-Jul,Presence,IH,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,0,0,0,30,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,19,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,15,0,0,0,25,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,20,2011,27-Jul,Presence,IH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,F,,,20,0,0,0,15,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,21,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"J,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,0,0,0,10,0,0,,,,,,,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,22,2011,27-Jul,Presence,IH,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,0,0,0,70,0,0,,,,,35,2,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,23,2011,27-Jul,Presence,IH,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,1,,,5,0,0,0,20,0,0,,,,,20,5,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,24,2011,27-Jul,Presence,IH,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,40,0,0,,,,,25,4,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,25,2011,27-Jul,Presence,IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,12,0,0,0,20,0,0,,,,,15,3,,,,
Vikesland,2,2051,,2051,Vik2RTG,RTG,,%,2011,27-Jul,Cover,IH,10,,10,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,10,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,5,,20,,,,,,1,10,,,19.04,0.6,0,0,25.08,2.8,0,,50,30,0,23.75,3.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikesland,2,131,TT1,135,131 TT1 135,,,1,2011,27-Jul,Presence,KK,1,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,30,0,0,0,20,0,0,,,,,,,,,,
Vikesland,2,131,TT1,135,131 TT1 135,,,2,2011,27-Jul,Presence,KK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,90,0,0,0,0,0,0,1,,,,,,,,,
Vikesland,2,131,TT1,135,131 TT1 135,,,3,2011,27-Jul,Presence,KK,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,0,0,0,0,0,,,,,,,,,,
