OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old Treat,subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc sp,Ant odo,Ave fle,Cam rot,Car lep,Car nigra,Car pal,Car pil,Cer fon,Des ces,Euph str,Fes rub,Gram sp,Hie pil,Hyp mac,Kna arv,Leo aut,Leu vul,Lot cor,Luz mul,Luz pil,Nar str,Oma syl,Pim sax,Pla lan,Poa pra,Pot ere,Pru vul,Ran acr,Ran rep,Rum ace,Rum ac-la,Sol vir,Sorbus,Ste gra,Suc pra,Tarax,Tri pra,Tri rep,Ver cha,Ver off,Vio pal,Vio riv,Vio tri,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,19,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,5,0,0,10,0,0,,,,,,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,20,2009,26-Aug,Presence,KK,,1,,F,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,10,0,0,10,0,0,,,,,,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,21,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,F,,,,,,,,,,,,,,5,5,0,0,30,0,0,,,,,,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,22,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,20,0,0,5,0,0,,,,12,5,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,23,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,20,0,0,5,2,0,,,,9,5,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,24,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,20,0,0,5,0,0,,,,14,5,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,25,2009,26-Aug,Presence,KK,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,0,20,0,0,,,,15,4,
Ovstedal,2,292,TT1,293,292 TT1 293,,,1,%,2009,26-Aug,Cover,KK,,50,,5,,,10,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,20,,,,,4.48,17.88,0,0,11.4,0.28,0,90,60,0,12.5,4.75,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,1,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,2,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,3,2009,26-Aug,Presence,KK,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,4,2009,26-Aug,Presence,KK,,1,,1,,,1,,,,,F,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,5,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,5,2009,26-Aug,Presence,KK,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,5,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,6,2009,26-Aug,Presence,KK,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,7,2009,26-Aug,Presence,KK,,1,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,1,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,8,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,9,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,10,2009,26-Aug,Presence,KK,,,,1,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,2,0,0,40,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,11,2009,26-Aug,Presence,KK,,1,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,12,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,13,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,40,0,0,0,10,0,0,,,,,,F=Danthonia? Dactylis? dec?
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,14,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,1,,,,,30,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,15,2009,26-Aug,Presence,KK,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,2,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,16,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,17,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,15,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,18,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,19,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,30,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,20,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,10,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,21,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,0,0,0,20,0,0,,,,,,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,22,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,0,0,0,5,0,0,,,,15,3,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,23,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,0,0,0,5,0,0,,,,8,3,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,24,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,5,0,0,,,,15,4,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,25,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,20,0,0,,,,10,4,
Ovstedal,3,296,TT1,300,296 TT1 300,,,C,%,2009,26-Aug,Cover,KK,,20,,5,,,9,,,,,8,,,,,1,,,,,,,,,,,,,,,,,8,,,,,,,,,10,,,,,21,0.56,0,0,14.6,0,0,60,40,0,12,3.5,2=Danthonia? Dactylis? dec?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,1,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,2,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,50,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,3,2009,26-Aug,Presence,KK,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,4,2009,26-Aug,Presence,KK,,1,,,,,1,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,30,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,5,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,6,2009,26-Aug,Presence,KK,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,7,2009,26-Aug,Presence,KK,,F,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,8,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,9,2009,26-Aug,Presence,KK,,1,,,,,1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,10,2009,26-Aug,Presence,KK,,1,,,,,1,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,11,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,10,0,0,0,30,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,12,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,13,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,14,2009,26-Aug,Presence,KK,,F,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,15,2009,26-Aug,Presence,KK,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,16,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,1,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,17,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,0,0,0,50,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,18,2009,26-Aug,Presence,KK,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,19,2009,26-Aug,Presence,KK,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,20,2009,26-Aug,Presence,KK,,F,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,21,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,3,297,TTC,297,297 TTC,,,1,22,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,0,0,0,50,0,0,,,,16,3,
Ovstedal,3,297,TTC,297,297 TTC,,,1,23,2009,26-Aug,Presence,KK,,F,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,17,4,
Ovstedal,3,297,TTC,297,297 TTC,,,1,24,2009,26-Aug,Presence,KK,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,17,2,
Ovstedal,3,297,TTC,297,297 TTC,,,1,25,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,30,0,0,0,10,0,0,,,,15,3,
Ovstedal,3,297,TTC,297,297 TTC,,,1,%,2009,26-Aug,Cover,KK,,40,,2,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,5,,,,,16.48,0,0,0,16.2,0,0,95,20,0,16.25,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,1,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,2,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,3,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,4,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,5,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,6,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,40,0,0,0,10,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,7,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,F,,,,1,20,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,8,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,9,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,10,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,11,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,60,0,0,0,2,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,12,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,13,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,14,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,15,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,50,0,0,0,2,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,16,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,70,0,0,0,2,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,17,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,F,,,,,,,,,,,,,,50,0,0,0,10,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,18,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,60,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,19,2009,26-Aug,Presence,KK,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,2,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,20,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,21,2009,26-Aug,Presence,KK,,F,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,4,301,TTC,301,301 TTC,,,C,22,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,60,0,0,0,10,0,0,,,,12,4,
Ovstedal,4,301,TTC,301,301 TTC,,,C,23,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,70,0,0,0,5,0,0,,,,14,3.5,
Ovstedal,4,301,TTC,301,301 TTC,,,C,24,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,10,0,0,,,,12,3,
Ovstedal,4,301,TTC,301,301 TTC,,,C,25,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,2,0,0,,,,15,4,
Ovstedal,4,301,TTC,301,301 TTC,,,C,%,2009,26-Aug,Cover,KK,,20,,,1,3,,,,,,,,,,30,,,,,,,,,,,,1,8,,,,,6,,,,,,,,,15,,,,1,36.8,0,0,0,6,0,0,80,60,0,13.25,3.625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,1,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,2,2009,26-Aug,Presence,KK,,F,,,,1,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,3,2009,26-Aug,Presence,KK,,1,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,4,2009,26-Aug,Presence,KK,,F,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,5,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,6,2009,26-Aug,Presence,KK,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,30,0,0,0,2,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,7,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,F,,,,,1,,,,,,,,,1,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,8,2009,26-Aug,Presence,KK,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,F,,,,,1,,,,,,,,,,,,,,50,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,9,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,F,,1,,,,,,,,,,,,50,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,10,2009,26-Aug,Presence,KK,,F,,,,F,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,11,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,12,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,13,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,14,2009,26-Aug,Presence,KK,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,60,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,15,2009,26-Aug,Presence,KK,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,16,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,50,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,17,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,60,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,18,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,,F,,,,,,,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,19,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,1,,,,,,,,,,,,60,0,0,0,2,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,20,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,D,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,21,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,F,,,,,1,,,,,,,,,,,,,,20,0,0,0,30,0,0,,,,,,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,22,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,10,0,0,0,10,0,0,,,,3,2,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,23,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,40,0,0,0,10,0,0,,,,8,4,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,24,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,40,0,0,0,10,0,0,,,,10,3,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,25,2009,26-Aug,Presence,KK,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,60,0,0,0,2,0,0,,,,8,2,
Ovstedal,4,304,TT1,305,304 TT1 305,,,3,%,2009,26-Aug,Cover,KK,,8,,,,2,,,,,,,,3,,20,,,,,,,,4,,,,,20,,,,,6,,5,,,,,,,20,,,,,36.4,0,0,0,7.84,0,0,75,60,0,7.25,2.75,
