DestinationSite;DestinationBlock;originPlotID;TTtreat;destinationPlotID;turfID;RTtreat ;GRtreat;subPlot;year;date;Measure;recorder;Ach mil;Aco sep;Agr cap;Agr mer;Alc alp;Alc sp;Anem nemo;Ant alp ;Ant dio;Ant odo;Arc alp;Ast alp;Atoc rup;Ave fle;Avenu  pub;Bart alp;Bet nan;Bet pub;Bis viv;Bot lun ;Cal vul;Cam rot;Caps b-p;Car atra;Car big;Car cap;Car ech;Car fla;Car lep;Car nigra;Car nor;Car pal;Car pan;Car pauc;Car pil;Car pulic;Car sax;Car vag;Carex sp;Caru car;Cer alp;Cer cer;Cer fon;Cer gla;Cham alp;Cir pal;Coe vir;Com ten;Dac glo;Dant dec;Des alp;Des ces;Dia del;Dia glo;Dianthus;Dry oct;Emp her;Emp nig;Emp;Epi ana;Epilob sp ;Equi arv;Erigeron;Eri uni;Euph fri;Euph wet;Euph sp;Fes ovi;Fes rub;Fes viv;Filip ulm;Frag ves;Gal bor;Gal sax;Gal uli ;Gal ver;Gen ama;Gen cam;Gen niv;Gen ten;Gent sp;Ger syl;Geu riv;Gras;Gram sp;Gym dry;Halvgras;Hie alp;Hie pil;Hie vulg;Hier sp;Hup sel;Hyp mac;Jun alp;Jun fili;Jun com;Jun tri;Kna arv;Kob sim;Leo aut;Leu vul;Linar vulg;Loi pro;Lotus;Lot cor;Luz mul;Luz pil;Luz sp;Luz spi;Lych vis;Min bif;Mel pra;Nar stri;Oma nor;Oma sup;Oma syl;Oma (ei nerv);Oxa ace;Oxy dig;Par pal;Phle alp;Phle prat;Phyll caer;Picea abies;Pim sax;Pin vul;Pinguicula;Pin alp;Ping sp;Pla lan;Pla maj;Pla med;Poa alp;Poa ann;Poa pra;Poaceae sp;Pot arg ;Pot cra;Pot ere;Pru vul;Pyr min;Pyr nor/rund;Pyr avl;Pyrola sp;Ran acr;Ran aur;Ran rep;Rhin min;Rhinant;Rho ros;Rodhiola;Rub idae;Rum ace;Rum ac-la;Sag pro;Sag sag;Sag sp;Sal her;Sal lan;Sal lap;Sal phyl;Sal ret;Salix sp;Saus alp;Sax aiz ;Sax opp;Sed acr;Sel sel;Sib pro;Sil aca;Sil prat;Sil vul;Sol vir;Sorbus;Ste gra;Ste med;Suc pra;Tarax;Tha alp;Thlaspi  arv;Tof pus;Trien eur;Tri ces;Tri med;Tri mont;Tri pra;Tri rep;Vac myr;Vac uli;Vac vit;Ver alp;Ver cha;Ver fru;Ver off;Ver ser;Vic cra;Vic sep;Vio bif;Vio pal;Vio riv;Vio tri;Vio sp;Vis vul;pleuro;acro;liver;lichen;litter;soil;rock;seedlings;totalVascular;totalBryophytes;totalLichen;vegetationHeight;mossHeight;comment
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;9;2011;19-Aug;Presence;Siri;;;;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;5;0;0;0;25;0;0;1;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;10;2011;19-Aug;Presence;Siri;;;1;;;;;;;1;;;;;;;;;J,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;3xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;S,J,1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;25;0;0;0;15;0;0;4;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;11;2011;19-Aug;Presence;Siri;;;;;;;;;;;;;;;;;;;J,1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;50;0;0;0;15;0;0;3;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;12;2011;19-Aug;Presence;Siri;;;;;;F;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;50;0;0;0;15;0;0;4;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;13;2011;19-Aug;Presence;Siri;;;;;;;;;;;;;;;;;;;1;;;F;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;10;0;0;0;15;0;0;1;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;14;2011;19-Aug;Presence;Siri;;;;;;;;;;;;;;;;;;;J,1;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;28;0;0;0;15;0;0;0;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;15;2011;19-Aug;Presence;Siri;;;;;;;;;;;;;;;;;;;J,1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;55;0;0;0;10;0;0;0;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;16;2011;19-Aug;Presence;Siri;;;1;;;1;;;;;;;;;;;;;;;;1;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;20;0;0;0;5;0;0;5;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;17;2011;19-Aug;Presence;Siri;;;;;;F;;;;1;;;;;;;;;Sx2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;15;0;0;0;15;0;0;27;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;18;2011;19-Aug;Presence;Siri;;;;;;;;;;;;;;;;;;;S,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;35;0;0;0;15;0;0;7;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;19;2011;19-Aug;Presence;Siri;;;;;;1;;;;;;;;;;;;;Sx3,1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;25;0;0;0;5;0;0;4;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;20;2011;19-Aug;Presence;Siri;;;;;;1;;;;;;;;;;;;;S,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;35;0;0;2;15;0;0;3;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;21;2011;19-Aug;Presence;Siri;;;;;;1;;;;;;;;;;;;;J,1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;20;0;1;0;5;0;0;5;;;;;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;22;2011;19-Aug;Presence;Siri;;;;;;1;;;;;;;;;;;;;J,S;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;50;0;0;0;5;0;0;10;;;;7;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;23;2011;19-Aug;Presence;Siri;;;1;;;1;;;;;;;;;;;;;S;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J,S;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;75;0;1;0;8;0;0;24;;;;11;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;24;2011;19-Aug;Presence;Siri;;;;;;1;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;40;0;0;0;10;0;0;1;;;;10;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;25;2011;19-Aug;Presence;Siri;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;4;0;0;0;15;0;0;1;;;;11;;
Skjellingahaugen;2;241;TT1;242;241 TT1 242;;;%;2011;19-Aug;Cover;Siri;;;1;;;8;;;;2;;;;;;;;;2;;;2;;;;4;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;;1;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;10;;;;;;;2;;;;;;;;;;;;;2;;;;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2;;;1;2;7;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;6;;;;;28.32;0;0.08;0.12;12.92;0.2;0;;65;30;1;9.75;1;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;1;2011;19-Aug;Presence;Siri;1;;1;;;;;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;1;;;;;1;0;0;1;20;15;0;3;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;2;2011;19-Aug;Presence;Siri;1;;1;;;;;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;SF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;5;0;0;2;25;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;3;2011;19-Aug;Presence;Siri;;;1;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;F;;;;;;;;;;;;;10;0;0;5;15;5;0;10;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;4;2011;19-Aug;Presence;Siri;1;;1;;;;;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;3xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0;0;25;0;0;3;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;5;2011;19-Aug;Presence;Siri;1;;1;;;;;;;;;1;;;;;;;S,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;20;0;0;6;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;6;2011;19-Aug;Presence;Siri;;;1;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;F;;;;;;;;1;;;;;1;0;0;0;15;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;7;2011;19-Aug;Presence;Siri;1;;;;;;;;1;1;;1;;;;;;;1;;;;;;;F;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;0;0;0;0;50;0;0;;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;8;2011;19-Aug;Presence;Siri;1;;;;;;;;1;F;;1;;;;;;;Sx2F;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;50;0;0;6;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;9;2011;19-Aug;Presence;Siri;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;F;;;;;;;;;;;;;0;0;0;0;30;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;10;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;;;1;;;;;;;S,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;4;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;11;2011;19-Aug;Presence;Siri;;;;;;;;;1;;;1;;;;;;;Sx2,1;;;1;;;;F;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;40;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;12;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;;;1;;;;;;;Sx2,F;;;;;;;F;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;0;0;0;0;40;0;0;3;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;13;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;;;1;;;;;;;S,1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;0;0;0;0;25;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;14;2011;19-Aug;Presence;Siri;1;;1;;;;;;;1;;1;;;;;;;F;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2xS,F;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;30;0;0;6;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;15;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;1;;1;;;;;;;S,F;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;J,1;;;;;;;;;;;;1;;;;;;;;;;;;;1;0;0;0;25;1;0;3;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;16;2011;19-Aug;Presence;Siri;1;;1;;;;;;;;;1;;;;;;;S,1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;60;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;17;2011;19-Aug;Presence;Siri;;;;;;;;;1;1;;1;;;;;;;Sx4,1;;;1;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;35;0;0;4;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;18;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;1;;1;;;;;;;S,1;;;1;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;SF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;0;0;0;0;25;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;19;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;1;;1;;;;;;;Sx2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4xS,F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;20;0;0;7;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;20;2011;19-Aug;Presence;Siri;1;;1;;;;;;1;;;;;;;;;;Sx2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;1;0;0;0;35;0;0;2;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;21;2011;19-Aug;Presence;Siri;1;;1;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;5;0;0;0;50;0;0;;;;;;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;22;2011;19-Aug;Presence;Siri;;;1;;;;;;;1;;1;;;;;;;S;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;2;0;0;0;30;0;0;1;;;;10;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;23;2011;19-Aug;Presence;Siri;;;1;;;;;;;1;;1;;;;;;;;;;1;;;;;;;;;1cf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2xS,F;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;1;0;0;0;30;0;0;2;;;;14;;
Skjellingahaugen;2;166;TT3;241;166 TT3 241;;;24;2011;19-Aug;Presence;Siri;1;;;;;;;;;;;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;40;0;0;1;;;;13;;
