DestinationSite;DestinationBlock;originPlotID;TTtreat;destinationPlotID;turfID;RTtreat ;GRtreat;subPlot;year;date;Measure;recorder;Ach mil;Aco sep;Agr cap;Agr mer;Alc alp;Alc sp;Anem nemo;Ant alp ;Ant dio;Ant odo;Arc alp;Ast alp;Atoc rup;Ave fle;Avenu  pub;Bart alp;Bet nan;Bet pub;Bis viv;Bot lun ;Cal vul;Cam rot;Caps b-p;Car atra;Car big;Car cap;Car ech;Car fla;Car lep;Car nigra;Car nor;Car pal;Car pan;Car pauc;Car pil;Car pulic;Car sax;Car vag;Carex sp;Caru car;Cer alp;Cer cer;Cer fon;Cer gla;Cham alp;Cir pal;Coe vir;Com ten;Dac glo;Dant dec;Des alp;Des ces;Dia del;Dia glo;Dianthus;Dry oct;Emp her;Emp nig;Emp;Epi ana;Epilob sp ;Equi arv;Erigeron;Eri uni;Euph fri;Euph wet;Euph sp;Fes ovi;Fes rub;Fes viv;Filip ulm;Frag ves;Gal bor;Gal sax;Gal uli ;Gal ver;Gen ama;Gen cam;Gen niv;Gen ten;Gent sp;Ger syl;Geu riv;Gras;Gram sp;Gym dry;Halvgras;Hie alp;Hie pil;Hie vulg;Hier sp;Hup sel;Hyp mac;Jun alp;Jun fili;Jun com;Jun tri;Kna arv;Kob sim;Leo aut;Leu vul;Linar vulg;Loi pro;Lotus;Lot cor;Luz mul;Luz pil;Luz sp;Luz spi;Lych vis;Min bif;Mel pra;Nar stri;Oma nor;Oma sup;Oma syl;Oma (ei nerv);Oxa ace;Oxy dig;Par pal;Phle alp;Phle prat;Phyll caer;Picea abies;Pim sax;Pin vul;Pinguicula;Pin alp;Ping sp;Pla lan;Pla maj;Pla med;Poa alp;Poa ann;Poa pra;Poaceae sp;Pot arg ;Pot cra;Pot ere;Pru vul;Pyr min;Pyr nor/rund;Pyr avl;Pyrola sp;Ran acr;Ran aur;Ran rep;Rhin min;Rhinant;Rho ros;Rodhiola;Rub idae;Rum ace;Rum ac-la;Sag pro;Sag sag;Sag sp;Sal her;Sal lan;Sal lap;Sal phyl;Sal ret;Salix sp;Saus alp;Sax aiz ;Sax opp;Sed acr;Sel sel;Sib pro;Sil aca;Sil prat;Sil vul;Sol vir;Sorbus;Ste gra;Ste med;Suc pra;Tarax;Tha alp;Thlaspi  arv;Tof pus;Trien eur;Tri ces;Tri med;Tri mont;Tri pra;Tri rep;Vac myr;Vac uli;Vac vit;Ver alp;Ver cha;Ver fru;Ver off;Ver ser;Vic cra;Vic sep;Vio bif;Vio pal;Vio riv;Vio tri;Vio sp;Vis vul;pleuro;acro;liver;lichen;litter;soil;rock;seedlings;totalVascular;totalBryophytes;totalLichen;vegetationHeight;mossHeight;comment
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;11;2011;19-Aug;Presence;W;;;1;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0;0;0;10;40;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;12;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;0;0;10;50;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;13;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0;0;30;40;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;14;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0;0;20;50;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;15;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0;0;0;20;40;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;16;2011;19-Aug;Presence;W;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;2;0;0;10;40;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;17;2011;19-Aug;Presence;W;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0;0;0;20;20;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;18;2011;19-Aug;Presence;W;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0;0;30;40;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;19;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0;0;10;60;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;20;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0;0;0;10;30;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;21;2011;19-Aug;Presence;W;;;1;;1;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;10;0;0;20;40;0;;;;;;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;22;2011;19-Aug;Presence;W;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;35;0;0;0;20;40;0;;;;;2;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;23;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0;0;5;30;0;;;;;1;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;24;2011;19-Aug;Presence;W;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0;0;5;50;0;;;;;0;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;25;2011;19-Aug;Presence;W;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0;0;0;10;20;0;;;;;4;;
Skjellingahaugen;1;2090;;2090;Skj1RTG;RTG;;%;2011;19-Aug;Cover;W;;;1;;2;1;;;;;;;;;;;;;4;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;1;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;;;;;;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;40;0.68;0;0;18.2;34.2;0;;10;50;0;1.75;0.5;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;1;2011;19-Aug;Presence;KK;;;;1;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;8;0;0;0;12;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;2;2011;19-Aug;Presence;KK;;;1;;;1;;;;;;;;;;;;;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;5;0;0;0;20;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;3;2011;19-Aug;Presence;KK;;;1;;;1;;;;;;;;;;;;;J,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;28;0;0;0;52;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;4;2011;19-Aug;Presence;KK;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0;0;15;2;0;1;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;5;2011;19-Aug;Presence;KK;;;;1;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;20;0;0;0;35;2;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;6;2011;19-Aug;Presence;KK;;;;;;S;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;10;0;0;0;22;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;7;2011;19-Aug;Presence;KK;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;4;0;0;0;12;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;8;2011;19-Aug;Presence;KK;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;15;0;0;0;35;2;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;9;2011;19-Aug;Presence;KK;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;32;0;0;0;24;5;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;10;2011;19-Aug;Presence;KK;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;F;;;;;;;;;;;;;15;0;0;0;20;2;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;11;2011;19-Aug;Presence;KK;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;0;25;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;12;2011;19-Aug;Presence;KK;;;1;;;1;;;;;;;;;;;;;J,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;1;;;;;4;0;0;0;35;0;0;;;;;;;
Skjellingahaugen;1;236;TTC;236;236 TTC;;TTC;13;2011;19-Aug;Presence;KK;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;25;0;0;0;22;5;0;;;;;;;
