OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old label (Treat),subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc alp,Alc sp,Ant alp ,Ant dio,Ant odo,Ast alp,Ave fle,Bis viv,Bot lun,Cam rot,Car atr,Car atr,Car big,Car cap,Car nor,Car vag,Cer alp,Cer fon,Des ces,Epi ana,Epi sp ,Eup fri,Fes ovi,Fes rub,Fes viv,Gen niv,Hie pil,Hie sp,Jun tri,L. spi,Leo aut,Luz mul,Luz sp,Luz spi,Nar stri,Oma nor ,Oma sup,Par pal,Phl alp,Phy cae,Poa alp,Poa pra,Pot cra,Pot ere,Pyr min,Pyr sp,Rum ac-la,Ran acr,Rum ace,Sag pro,Sag sag,Sag sp,Sal her,Sal ret,Sau alp,Sel sel,Sib pro,Sil aca,Tar sp,Tha alp,Tof pus,Tri rep,Vac myr,Vac vit,Ver alp,Ver fru,Vio bif,Vio pal,Vio tri,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,5,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,6,2009,11-Aug,Presence,KK,,F,,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,,1,,1,,,,0,0,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,7,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,1,,,,2,5,0,0,2,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,8,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,0,10,0,0,2,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,9,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,5,0,0,2,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,10,2009,11-Aug,Presence,KK,,F,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,5,0,0,5,5,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,11,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,,1,,1,,,,5,0,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,12,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,,,1,S,,,,,,,,1,,1,,,,0,2,0,0,2,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,13,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,0,5,0,0,10,2,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,14,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,0,5,0,0,2,5,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,15,2009,11-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,,0,5,0,0,2,5,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,16,2009,11-Aug,Presence,KK,,F,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,S,,,,,,,,,,1,,,,0,2,0,0,5,2,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,17,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,,1,,,,0,4,0,0,2,10,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,18,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,2,5,0,0,5,5,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,19,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,F,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,1,,,,0,5,0,0,10,2,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,20,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,0,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,21,2009,11-Aug,Presence,KK,,F,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,22,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,1,,1,,,,0,2,0,0,2,2,0,,,,3,1,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,23,2009,11-Aug,Presence,KK,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,0,5,0,0,5,5,0,,,,4,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,24,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,0,2,0,0,30,0,0,,,,3,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,25,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,0,2,0,0,5,0,0,,,,2,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,%,2009,11-Aug,Cover,KK,,10,15,5,,,,15,,8,,1,,,,,1,,,,4,,,,,5,,2,,,,,,2,,,,,4,,4,,,,3,,,,,5,,2,,,7,,,8,10,,,,,,,,4,,12,,,1,0.52,3.76,0,0,5.52,1.72,0,60,5,0,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,1,2009,11-Aug,Presence,KK,,,F,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,2,0,0,20,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,2,2009,11-Aug,Presence,KK,,F,F,,,,F,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,,,1,,,,0,20,0,0,20,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,3,2009,11-Aug,Presence,KK,,1,,,,,1,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,4,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,1,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,5,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,1,,,,0,2,0,0,40,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,6,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,5,0,0,20,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,7,2009,11-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,0,2,0,0,40,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,8,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,0,5,0,0,20,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,9,2009,11-Aug,Presence,KK,,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,0,5,0,0,10,2,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,10,2009,11-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,1,,,,,,,1,,,,0,10,0,2,10,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,11,2009,11-Aug,Presence,KK,,1,1,,,,,1,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,, ,,,,,,1,1,,,,0,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,12,2009,11-Aug,Presence,KK,,,,1,,1,,1,,,,,,,,,,,,,,,,S,1,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,1,,1,,,,2,0,0,0,10,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,13,2009,11-Aug,Presence,KK,,1,1,,,1,1,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,2,0,0,0,20,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,14,2009,11-Aug,Presence,KK,,1,1,,,1,1,,,1,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,0,10,0,0,5,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,15,2009,11-Aug,Presence,KK,,F,,,,,1,1,,,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,2,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,16,2009,11-Aug,Presence,KK,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,,,1,,1,,,,10,0,0,0,20,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,17,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,10,0,0,0,5,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,18,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,1,,,,20,0,0,0,5,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,19,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,10,0,0,2,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,20,2009,11-Aug,Presence,KK,,F,1,,,1,F,,,,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,,,,0,2,0,0,4,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,21,2009,11-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,,,,0,5,0,0,10,0,0,,,,,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,22,2009,11-Aug,Presence,KK,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,0,2,0,2,10,0,0,,,,4,1,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,23,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,5,0,0,0,5,0,0,,,,3,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,24,2009,11-Aug,Presence,KK,,,,,,1,,1,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,1,,,,,,2,10,0,0,5,0,0,,,,5,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,25,2009,11-Aug,Presence,KK,,F,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,0,0,0,2,2,0,,,,4,,
Ulvhaugen,2,8,TT3,77,8 TT3 77,,,2,%,2009,11-Aug,Cover,KK,,8,12,2,,4,2,5,,6,,1,,,,,,6,,,,,,5,1,4,,2,,,,,,2,,,,,1,,2,,2,1,,,4,,2,4,,,,1,8,,1,,4,,,4,,,,,2,1,6,,,,2.36,3.92,0,0.16,14.12,0.16,0,80,10,0,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,1,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,0,2,1,5,10,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,2,2009,11-Aug,Presence,KK,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,1,,,,0,2,1,0,10,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,3,2009,11-Aug,Presence,KK,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,4,2009,11-Aug,Presence,KK,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,2,0,0,0,30,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,5,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,0,0,0,40,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,6,2009,11-Aug,Presence,KK,,1,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,2,1,0,5,2,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,7,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,,1,,,,1,,,,,,,,,,1,,,,5,0,1,0,5,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,8,2009,11-Aug,Presence,KK,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,10,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,9,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,2,0,0,60,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,10,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,2,0,0,0,60,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,11,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,S,,,,,,,,,,1,,,,5,2,0,0,30,2,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,12,2009,11-Aug,Presence,KK,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,0,0,5,0,30,0,5,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,13,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,1,1,,,10,0,0,0,20,2,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,14,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,2,0,0,0,40,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,15,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,0,2,0,0,40,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,16,2009,11-Aug,Presence,KK,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,2,0,0,40,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,17,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,0,10,0,0,5,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,18,2009,11-Aug,Presence,KK,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,0,2,0,0,20,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,19,2009,11-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,0,2,0,0,20,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,20,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,0,0,5,5,0,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,21,2009,11-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,10,5,0,,,,,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,22,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,0,10,0,0,10,0,0,,,,3,0.5,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,23,2009,11-Aug,Presence,KK,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,0,0,0,0,30,0,0,,,,4,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,24,2009,11-Aug,Presence,KK,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,0,5,0,0,25,0,0,,,,3,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,25,2009,11-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,30,0,0,,,,3,,
Ulvhaugen,2,9,TT4,107,9 TT4 107,,,3,%,2009,11-Aug,Cover,KK,,5,15,,,,1,10,,5,,,,,,,,,,,,1,,,4,2,,1,,,1,,,,,1,,,1,,2,,,5,,,,,,4,,1,,,8,2,,,3,,3,,,,,,2,,8,1,,3,1.28,1.8,0.36,0.6,24.6,0.44,0.2,80,5,0.5,3.25,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,1,2009,11-Aug,Presence,KK,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,2,0,0,0,5,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,2,2009,11-Aug,Presence,KK,,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,0,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,3,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,5,5,0,0,2,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,4,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,1,,,,0,5,0,2,5,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,5,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,2,0,0,0,5,2,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,6,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,7,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,2,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,8,2009,11-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,1,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,5,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,9,2009,11-Aug,Presence,KK,,DF,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,2,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,10,2009,11-Aug,Presence,KK,,F,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,1,,,,0,2,0,0,2,2,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,11,2009,11-Aug,Presence,KK,,F,,,,,,1,,1,,,1,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,5,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,12,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,F,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,13,2009,11-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,1,,,,2,0,0,0,2,0,0,,,,,,
