OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old label (Treat),subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc alp,Alc sp,Ant alp ,Ant dio,Ant odo,Ast alp,Ave fle,Bis viv,Bot lun,Cam rot,Car atr,Car atr,Car big,Car cap,Car nor,Car vag,Cer alp,Cer fon,Des ces,Epi ana,Epi sp ,Eup fri,Fes ovi,Fes rub,Fes viv,Gen niv,Hie pil,Hie sp,Jun tri,L. spi,Leo aut,Luz mul,Luz sp,Luz spi,Nar stri,Oma nor ,Oma sup,Par pal,Phl alp,Phy cae,Poa alp,Poa pra,Pot cra,Pot ere,Pyr min,Pyr sp,Rum ac-la,Ran acr,Rum ace,Sag pro,Sag sag,Sag sp,Sal her,Sal ret,Sau alp,Sel sel,Sib pro,Sil aca,Tar sp,Tha alp,Tof pus,Tri rep,Vac myr,Vac vit,Ver alp,Ver fru,Vio bif,Vio pal,Vio tri,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Ulvhaugen,1,3,TT1,1,3 TT1 1,,,2,22,2009,11-Aug,Presence,W,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,0,0,0,0,40,0,0,,,,4,1,
Ulvhaugen,1,3,TT1,1,3 TT1 1,,,2,23,2009,11-Aug,Presence,W,,1,1,,,,1,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,50,0,0,,,,4,,
Ulvhaugen,1,3,TT1,1,3 TT1 1,,,2,24,2009,11-Aug,Presence,W,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,4,,
Ulvhaugen,1,3,TT1,1,3 TT1 1,,,2,25,2009,11-Aug,Presence,W,,1,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,15,0,0,0,15,0,0,,,,4,,
Ulvhaugen,1,3,TT1,1,3 TT1 1,,,2,%,2009,11-Aug,Cover,W,,20,40,,,,3,10,,8,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,4,,1,1,2,,,,,3,,1,,,4,,,1,1,,,,,,2,3,2,,3,1,,1,3.72,3.12,0.52,0.44,20.6,0.84,0,60,10,0.5,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,1,2009,11-Aug,Presence,W,,1,1,,,,,,,F,,1,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,2,0,0,2,20,5,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,2,2009,11-Aug,Presence,W,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,3,0,0,14,10,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,3,2009,11-Aug,Presence,W,,1,1,,,,F,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,10,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,4,2009,11-Aug,Presence,W,,1,1,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,0,0,10,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,5,2009,11-Aug,Presence,W,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,,,,,,,,1,,,,,,0,20,0,0,10,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,6,2009,11-Aug,Presence,W,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,5,0,10,5,30,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,7,2009,11-Aug,Presence,W,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,0,20,5,10,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,8,2009,11-Aug,Presence,W,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,5,0,5,30,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,9,2009,11-Aug,Presence,W,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,40,0,0,0,20,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,10,2009,11-Aug,Presence,W,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,5,0,0,10,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,11,2009,11-Aug,Presence,W,,1,,,,,,,,1,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,5,0,0,0,10,40,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,12,2009,11-Aug,Presence,W,,1,1,,,,,,,S,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,1,,,,5,0,0,1,20,20,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,13,2009,11-Aug,Presence,W,,F,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,1,,,1,,,,10,2,0,0,30,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,14,2009,11-Aug,Presence,W,,1,F,,,,F,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,30,5,0,0,20,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,15,2009,11-Aug,Presence,W,,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,40,0,0,0,15,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,16,2009,11-Aug,Presence,W,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,5,0,0,5,40,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,17,2009,11-Aug,Presence,W,,1,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,10,0,0,0,15,2,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,18,2009,11-Aug,Presence,W,,F,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,5,0,0,0,20,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,19,2009,11-Aug,Presence,W,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,15,0,0,0,20,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,20,2009,11-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,10,0,0,0,10,0,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,21,2009,11-Aug,Presence,W,,,S,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,2,0,0,20,5,0,,,,,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,22,2009,11-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,2,2,0,0,10,50,0,,,,4,1.5,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,23,2009,11-Aug,Presence,W,,1,1,,,,,1,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,20,0,0,10,0,0,,,,6,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,24,2009,11-Aug,Presence,W,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,10,5,0,0,30,0,0,,,,3,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,25,2009,11-Aug,Presence,W,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,40,0,0,5,20,0,0,,,,6,,
Ulvhaugen,1,4,TT3,91,4 TT3 91,,,3,%,2009,11-Aug,Cover,W,,16,20,,,,5,3,,8,,2,2,,,,,1,,,2,,,1,,1,,1,,,,,,2,,,,,,,2,,1,,1,,,,,1,,1,1,,2,,1,,,,,,,,,1,1,,3,,,1,12.56,3.72,0,2.48,16.8,6.48,0,55,35,5,4.75,1.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,1,2009,11-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,0,0,0,5,20,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,2,2009,11-Aug,Presence,W,,1,1,,,,,,,,,1,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,10,0,0,0,10,2,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,3,2009,11-Aug,Presence,W,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,30,0,0,0,15,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,4,2009,11-Aug,Presence,W,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,20,0,0,0,20,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,5,2009,11-Aug,Presence,W,,,1,,,,1,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,1,,,,,,,,,1,,1,,,,10,5,0,0,0,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,6,2009,11-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,F,,1,,,,0,10,0,0,25,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,7,2009,11-Aug,Presence,W,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,2,0,4,0,15,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,8,2009,11-Aug,Presence,W,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,5,4,0,0,8,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,9,2009,11-Aug,Presence,W,,1,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,10,0,0,5,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,10,2009,11-Aug,Presence,W,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,1,,,,,,,,,,,1,,,,5,3,0,0,7,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,11,2009,11-Aug,Presence,W,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,2,10,5,7,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,12,2009,11-Aug,Presence,W,,1,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,15,0,0,10,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,13,2009,11-Aug,Presence,W,,1,,,,,1,1,,1,,F,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,3,4,0,2,5,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,14,2009,11-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,,,1,,,,7,15,0,0,5,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,15,2009,11-Aug,Presence,W,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,10,5,0,0,10,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,16,2009,11-Aug,Presence,W,,1,D,,,,1,1,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,2,2,0,5,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,17,2009,11-Aug,Presence,W,,1,1,,,,1,1,,,,,,,,,,,,,,,,S,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,5,3,0,0,10,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,18,2009,11-Aug,Presence,W,,1,1,,,,1,,,1,,1,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,5,0,0,5,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,19,2009,11-Aug,Presence,W,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,3,1,0,5,10,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,20,2009,11-Aug,Presence,W,,1,D,,,,,1,,1,,1,,1,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,2,0,0,5,0,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,21,2009,11-Aug,Presence,W,,1,1,,,,1,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,3,5,0,0,10,2,0,,,,,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,22,2009,11-Aug,Presence,W,,1,,,,,1,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,4,0,2,0,15,0,0,,,,3,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,23,2009,11-Aug,Presence,W,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,10,0,1,1,6,0,0,,,,5,1.5,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,24,2009,11-Aug,Presence,W,,1,1,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,0,2,0,0,20,0,0,,,,3,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,25,2009,11-Aug,Presence,W,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,2,0,0,0,20,0,0,,,,6,,
Ulvhaugen,1,5,TTC,5,5 TTC,,,4,%,2009,11-Aug,Cover,W,,8,6,,,,2,8,,2,,1,,2,,,2,,,,2,,,2,,,,,,,,,,,,1,,,1,,,,2,,1,,,1,,1,,,1,,5,,2,1,3,,1,3,,,,,2,1,6,,,,5.2,3.8,0.8,0.52,10.52,0.56,0,45,40,2,4.25,1.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,1,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,1,,1,,,,2,2,0,0,2,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,2,2009,11-Aug,Presence,KK,,1,1,,,,,1,,F,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,2,2,0,0,2,5,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,3,2009,11-Aug,Presence,KK,,F,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,0,20,0,0,2,10,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,4,2009,11-Aug,Presence,KK,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,30,0,0,0,2,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,5,2009,11-Aug,Presence,KK,,1,,1,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,0,5,0,0,5,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,6,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,1,,1,,,,0,5,0,0,2,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,7,2009,11-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,0,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,8,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,20,0,0,10,2,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,9,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,30,0,0,10,0,2,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,10,2009,11-Aug,Presence,KK,,F,,1,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,0,10,0,0,20,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,11,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,1,,,,0,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,12,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,0,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,13,2009,11-Aug,Presence,KK,,1,,,,,,1,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,2,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,14,2009,11-Aug,Presence,KK,,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,0,20,0,0,10,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,15,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,0,25,0,0,2,20,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,16,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,1,,,,S,,,,,,,,1,,1,,,,2,0,0,0,30,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,17,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,1,,,,,,,1,,,,2,0,0,0,20,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,18,2009,11-Aug,Presence,KK,,F,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,,1,,,,2,2,0,0,20,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,19,2009,11-Aug,Presence,KK,,F,1,1,,,F,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,20,2009,11-Aug,Presence,KK,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,10,0,0,10,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,21,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,2,0,0,0,30,0,0,,,,,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,22,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,5,0,0,0,5,2,0,,,,2,1,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,23,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,5,0,0,0,15,2,0,,,,2,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,24,2009,11-Aug,Presence,KK,,F,,,,,,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,S,,,,,,,,,,1,,,,5,2,0,0,10,0,0,,,,3,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,25,2009,11-Aug,Presence,KK,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,10,0,0,2,2,0,,,,3,,
Ulvhaugen,2,6,TTC,6,6 TTC,,,C,%,2009,11-Aug,Cover,KK,,15,20,5,,4,2,4,,8,,,,4,2,,,,,,4,,,,,6,,,,,,,,,,2,,,5,,4,,9,,,,,,,5,,2,,,6,,,,2,,,3,,,,,2,,8,,,,2.36,6.92,0,0,10.96,1.72,0.08,70,10,0,2.5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,1,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,1,,,,,,,,,,,1,,,1,0,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,2,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,2,2,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,3,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,0,5,0,0,5,0,0,,,,,,
Ulvhaugen,2,7,TT2,33,7 TT2 33,,,1,4,2009,11-Aug,Presence,KK,,F,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,2,0,0,2,0,0,,,,,,
