OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old Treat,subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Agr mer,Alc alp,Alc sp,Ant dio,Ant odo,Ave fle,Bis viv,Bot lun,Cam rot,Car big,Car Cap,Car fla,Car nor,Car pil,Car vag,Cer alp,Cer fon ,Des ces,Emp her,Epi ana,Eup str,Fes ovi,Fes rub,Fes viv,Gen niv,Gram sp,Hie pil,Hie vul,Jun com,Kob sim,Leo aut,Lot cor,Luz mul ,Nar stri,Oma sup,Par pal,Par pal,Phle alp,Pin vul,Pin vul,Poa alp,Poa pra,Pot cra,Pot ere,Pyr min,Pyr nor,Rum ac-la,Ran acr,Rum ace,Sag,Sal her,Saus alp,Sax aiz ,Sel sel,Sib,Sil aca,Sol vir,Tarax,Tha alp,Tri rep,Vac myr,Ver alp,Ver fru,Ver off,Vio bif,Vio pal,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,6,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,30,0,0,5,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,7,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,5,20,0,0,2,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,8,2009,16-Aug,Presence,KK,,,,,1,,,,,,,,F,,,,,,,1,,,SF,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,20,0,0,5,10,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,9,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,1,,,,,,,1,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,20,0,0,10,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,10,2009,16-Aug,Presence,KK,,,,,1,,1,,1,,,,,,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,5,10,0,0,20,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,11,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,1,,,,,,,,,1,SF,,,,,,,,,,,,,1,,F,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2,30,0,0,10,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,12,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,,,F,,,,,,,,,1,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,30,0,0,10,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,13,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,,,,,,,10,30,0,0,10,5,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,14,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,10,20,0,0,5,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,15,2009,16-Aug,Presence,KK,,1,,,1,,,,,,,,,,,,,,,1,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,10,40,0,0,10,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,16,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,,,,,,,,,,F,S,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,10,20,0,0,5,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,17,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,,,,,,,,,,1,S,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,10,30,0,0,2,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,18,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,30,0,0,10,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,19,2009,16-Aug,Presence,KK,,1,,,S,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,20,40,0,0,10,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,20,2009,16-Aug,Presence,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,60,40,0,0,0,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,21,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,1,,20,30,0,0,20,0,0,,,,,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,22,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,10,10,0,0,20,0,0,,,,2,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,23,2009,16-Aug,Presence,KK,,1,,,1,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,10,20,0,0,20,0,0,,,,5,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,24,2009,16-Aug,Presence,KK,,1,,,1,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,30,20,0,0,10,0,0,,,,3,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,25,2009,16-Aug,Presence,KK,,1,,,F,,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,40,20,0,0,10,0,0,,,,3,,
Skjellingahaugen,11,532,TTC,532,532 TTC,,,RTC,%,2009,16-Aug,Cover,KK,,4,,,7,,2,,5,,2,,6,,,,,,1,4,,3,6,,,,1,,,,,,2,,,15,1,1,,,,4,1,,,,,,,,1,,,,,2,6,,,,8,,,2,,,,5,1,12.44,26.4,0,0,8.92,0.6,0,50,40,0,3.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,1,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,5,20,0,0,5,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,2,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,5,30,0,0,5,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,3,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,1,,,1,,20,10,0,0,5,10,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,4,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,,,,1,0,0,0,5,10,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,5,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,1,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,1,,5,5,0,0,5,20,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,6,2009,16-Aug,Presence,KK,,,,,,,1,,1,,,,,,,,,,,1,,,S,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,5,5,0,0,10,25,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,7,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,F,,,,,,,,,,SF,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,5,10,0,0,10,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,8,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,F,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,1,,,1,,,,1,,10,10,0,0,10,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,9,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,1,,,1,,10,5,0,0,5,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,10,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,F,,,,,,,1,,,,,,,,,,,,,,F,1,,,1,,,,,,,,,5,0,0,0,5,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,11,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,1,,,S,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,10,10,0,0,5,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,12,2009,16-Aug,Presence,KK,,,,,1,,1,,1,,,,1,,,,,,,1,,,S,,,,,,,,,,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,20,0,0,10,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,13,2009,16-Aug,Presence,KK,,,,,,,,,1,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,S,1,,,1,,,F,,,,1,,5,10,0,0,10,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,14,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,1,,,,,,,,,1,,1,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,0,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,15,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,1,,,,,,,,,1,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,0,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,16,2009,16-Aug,Presence,KK,,,,,1,,1,,1,,1,,F,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,10,5,0,0,20,5,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,17,2009,16-Aug,Presence,KK,,1,,,F,,,,F,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,5,5,0,0,4,10,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,18,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,1,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,F,,,,1,,2,2,0,0,2,20,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,19,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,F,,,,,,,,,1,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,1,,0,30,0,0,5,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,20,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,1,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,5,80,0,0,5,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,21,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,1,,,,,,,1,,,S,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,2,10,0,0,5,0,0,,,,,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,22,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,1,5,15,0,0,5,5,0,,,,3,0.5,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,23,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,10,20,0,0,5,5,0,,,,4,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,24,2009,16-Aug,Presence,KK,,,,,1,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,5,10,0,0,5,0,0,,,,3,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,25,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,0,2,0,0,10,0,0,,,,2,,
Skjellingahaugen,2,241,TT1,242,241 TT1 242,,,C,%,2009,16-Aug,Cover,KK,,2,,,8,,2,,4,,3,,6,,,,,,,2,,3,3,,,,,1,,,,,2,2,,15,,3,,,,,2,1,,,,,,,,,3,,4,1,3,10,,,8,,,4,2,,,6,1,5.4,14.16,0,0,7.04,5.6,0,70,20,0,3,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,1,2009,16-Aug,Presence,KK,,,,,F,,,,1,,1,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,0,60,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,2,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,0,40,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,3,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,, ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,0,70,0,0,5,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,4,2009,16-Aug,Presence,KK,,,,,S,,,,1,,,,F,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,2,50,0,0,5,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,5,2009,16-Aug,Presence,KK,,1,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,40,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,6,2009,16-Aug,Presence,KK,,,,,,,,,,,,,,,,,,,F,,,,S,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,2,50,0,0,2,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,7,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,80,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,8,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,50,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,9,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,0,60,0,0,5,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,10,2009,16-Aug,Presence,KK,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,1,,,,S,,,,1,,,,,,,,,0,30,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,11,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,DF,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,,,,,1,,0,20,0,0,20,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,12,2009,16-Aug,Presence,KK,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,60,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,13,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,0,20,0,0,2,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,14,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,1,,0,70,0,0,5,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,15,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,D,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,1,,,,,,2,10,0,0,20,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,16,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,S,,,,1,,,,,,,,,0,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,17,2009,16-Aug,Presence,KK,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,S,,,,1,,,,,,,1,,5,70,0,0,5,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,18,2009,16-Aug,Presence,KK,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,S,,,,1,,,1,,,,1,1,0,60,0,0,2,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,19,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,0,60,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,20,2009,16-Aug,Presence,KK,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,0,10,0,0,40,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,21,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,10,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,22,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,,,,,,,,,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,5,30,0,0,10,0,0,,,,3,2,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,23,2009,16-Aug,Presence,KK,,,,,,,1,,1,,1,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,0,20,0,0,30,0,0,,,,6,1,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,24,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,0,30,0,0,5,0,0,,,,4,2,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,25,2009,16-Aug,Presence,KK,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,0,30,0,0,30,0,0,,,,6,2,
Skjellingahaugen,2,242,TT2,268,242 TT2 268,,,1,%,2009,16-Aug,Cover,KK,,2,,,4,,1,,4,,3,,2,,,,,,2,,,,4,,,,,,,,1,,2,,,25,,1,,1,,,4,2,,,,,,,,,10,,,,3,1,,,8,,,4,,,,15,3,1.04,42.4,0,0,11.44,0,0,30,70,0,4.75,1.75,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,1,2009,16-Aug,Presence,KK,,1,,,F,,,,1,,S,,1,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,F,,,,,,10,10,0,0,20,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,2,2009,16-Aug,Presence,KK,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,,S,,,,,,20,5,0,0,20,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,3,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,5,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,4,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,5,0,0,2,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,5,2009,16-Aug,Presence,KK,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,20,0,0,5,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,6,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,7,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,5,20,0,0,2,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,8,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,5,30,0,0,10,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,9,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,F,,,,,,5,5,0,0,5,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,10,2009,16-Aug,Presence,KK,,,,,1,,,,1,,1,,,,,,,,,,,,S,,,,,,,,,,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,10,0,0,5,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,11,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,,,,S,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,,,,,,,5,30,0,0,2,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,12,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,F,1,2,30,0,0,5,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,13,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,50,0,0,10,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,14,2009,16-Aug,Presence,KK,,1,,,,,F,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,30,0,0,5,0,0,,,,,,
Skjellingahaugen,2,243,TTC,243,243 TTC,,,2,15,2009,16-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,5,20,0,0,20,0,0,,,,,,
