OriginSite;OriginBlock;originPlotID;TTtreat;destinationPlotID;turfID;RTtreat ;GRtreat;Old Treat;subPlot;year;date;Measure;recorder;Ach mil;Agr cap;Alc alp;Alc sp;Ant dio;Ant odo;Ave fle;Bet pub;Bis viv;Botrych ;Cam rot;Car cap;Car pal;Car pil;Cer alp;Cer fon;Des ces;Dianthus ;Epi ana;Euph sp;Fes ovi;Fes rub;Fes viv;Ger syl;Hie pil;Hie vulg;Hyp mac;Hypo mac;Kna arv;Leo aut;Leu vul;Lot cor;Luz mul;Luz pil;Nar stri;Oma syl;Par pal;Pim sax;Pimp  ;Pla lan;Pla maj;Pla med;Pla sp;Poa alp;Poa pra;Pot cra;Pot ere;Pru vul;Ran acr;Ran rep;Rhin min;Rum ace;Rum ac-la;Sag pro;Sag sag;Sag sp;Sal her;Sil aca;Sil vul;Sol vir;Ste gra;Tarax;Tha alp;Tri pra;Tri rep;Vac myr;Ver alp;Ver cha;Ver off;Ver serp;Vic fla;Vio bif;Vio pal;Vio riv;Vio tri;Vio sp;Visc vul;Nid seedling;pleuro;acro;liver;lichen;litter;soil;rock;totalVascular;totalBryophytes;totalLichen;vegetationHeight;mossHeight;comment
Alrust;1;28;TT1;30;28 TT1 30;;;2;14;2009;27-Jul;Presence;W;1;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;15;10;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;15;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;F;;;;;;;F;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;16;2009;27-Jul;Presence;W;1;F;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;17;2009;27-Jul;Presence;W;;F;;;;;;;1;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;10;10;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;18;2009;27-Jul;Presence;W;;1;;;;;;;F;;;;;;;;;;;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;19;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;S;;1;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;0;0;0;0;15;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;20;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;21;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;F;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;22;2009;27-Jul;Presence;W;;F;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;23;2009;27-Jul;Presence;W;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;24;2009;27-Jul;Presence;W;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;0;0;0;0;10;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;25;2009;27-Jul;Presence;W;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;S;1;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;28;TT1;30;28 TT1 30;;;2;%;2009;27-Jul;Cover;W;2;30;;;;1;;;15;;;;;;;1;1;;;;;1;;;20;;;;1;1;1;8;1;;1;;;;;;;;;1;;;5;1;1;;2;;;;;;;;;;;2;;1;1;;;;1;;;;;4;;;;1;0.04;0;0;0.08;12.6;1.2;0;80;1;0;4;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;1;2009;27-Jul;Presence;W;1;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;0;0;0;0;50;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;2;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;0;0;0;0;50;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;3;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;4;2009;27-Jul;Presence;W;;F;;;;1;;;1;;F;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;5;2009;27-Jul;Presence;W;;F;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;1;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;6;2009;27-Jul;Presence;W;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;7;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;8;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;9;2009;27-Jul;Presence;W;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;10;2009;27-Jul;Presence;W;;1;;;;;;;1;;F;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;11;2009;27-Jul;Presence;W;;F;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;12;2009;27-Jul;Presence;W;1;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;13;2009;27-Jul;Presence;W;1;F;;;;;;;1;;F;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;14;2009;27-Jul;Presence;W;1;F;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;15;2009;27-Jul;Presence;W;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;16;2009;27-Jul;Presence;W;;F;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;17;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;18;2009;27-Jul;Presence;W;1;F;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;25;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;19;2009;27-Jul;Presence;W;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;0;0;0;0;25;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;20;2009;27-Jul;Presence;W;;F;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;F;;;;;;;;;;;;;;;;;;;;;;;;1;;;;0;1;0;0;20;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;21;2009;27-Jul;Presence;W;;1;;;;;;;F;;;;;;;;;;;;;;;;1;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;30;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;22;2009;27-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;23;2009;27-Jul;Presence;W;;F;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;40;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;24;2009;27-Jul;Presence;W;1;1;;;;1;;;F;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;0;0;0;0;25;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;25;2009;27-Jul;Presence;W;;1;;;;;;;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;29;TTC;29;29 TTC;;;3;%;2009;27-Jul;Cover;W;5;20;;;;5;;;25;;2;;;;;;1;;;;;1;;;10;;;;1;20;10;5;;;;;;;;;;;;1;;;1;1;1;;2;;;;;1;;;2;;;1;;1;3;;;;1;;;;;1;3;;;;0.04;0.08;0;0;18.6;0;0;85;3;0;4;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;1;2009;26-Jul;Presence;W;1;F;;;;F;;;1;;1;;;;;;;;;;;;;;1;;;;1;;;1;;;1;;;;;;;;;;;;F;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;2;2009;26-Jul;Presence;W;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;1;;;1;;;;;;;;;1;;;1;F;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;3;2009;26-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;DF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;4;2009;26-Jul;Presence;W;1;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;1;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;5;2009;26-Jul;Presence;W;1;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;F;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;6;2009;26-Jul;Presence;W;;1;;;;F;;;1;;1;;;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;F;1;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;7;2009;26-Jul;Presence;W;;F;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;F;F;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;8;2009;26-Jul;Presence;W;1;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;0;0;0;0;15;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;9;2009;26-Jul;Presence;W;1;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;10;2009;26-Jul;Presence;W;1;1;;;;;;;F;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;11;2009;26-Jul;Presence;W;;1;;;;;;;1;;1;;1;;;;;;;;;1;;S;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;12;2009;26-Jul;Presence;W;;1;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;13;2009;26-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;14;2009;26-Jul;Presence;W;1;F;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;1;0;0;0;10;0;0;;;;;;Vio sp = Camp/Vio sp
Alrust;1;30;TT4;132;30 TT4 132;;;4;15;2009;26-Jul;Presence;W;1;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;16;2009;26-Jul;Presence;W;;1;;;;;;;1;;;;1;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;17;2009;26-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;1;F;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;18;2009;26-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;19;2009;26-Jul;Presence;W;1;1;;;;;;;F;;F;;;;;1;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;20;2009;26-Jul;Presence;W;;1;;;;;;;F;;;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;0;0;0;10;0;0;;;;;;Vio sp = Camp/Vio sp
Alrust;1;30;TT4;132;30 TT4 132;;;4;21;2009;26-Jul;Presence;W;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;22;2009;26-Jul;Presence;W;1;;;;;;;;1;;;;;;;;;;;;;1;;;1;;;;;1;;1;;;;;;;;;;;;;;;1;;;;F;;;;;;;;;;;;;;1;;;;;;;;;1;;;;1;0;0;0;0;20;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;23;2009;26-Jul;Presence;W;1;1;;;;;;;F;;1;;1;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;25;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;24;2009;26-Jul;Presence;W;;1;;;;;;;F;;1;;1;;;;;;;;;1;;;1;;;;;1;;1;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;15;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;25;2009;26-Jul;Presence;W;1;1;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;1;30;TT4;132;30 TT4 132;;;4;%;2009;26-Jul;Cover;W;10;10;;1;;2;;;20;;2;;1;;;1;;;;;;1;;1;15;;;2;1;6;;20;;;2;;;;;;;;;1;;;2;15;;;2;;;;;;;;;;;;;;6;;;;;;;;;8;2;1;;1;0.12;0;0;0;12.6;0;0;80;3;0;2.5;;Vio sp = Camp/Vio sp
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;1;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;2;2009;27-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;0;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;3;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;4;2009;27-Jul;Presence;KK;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;5;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;1;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;6;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DF;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;7;2009;27-Jul;Presence;KK;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;F;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;F;;;;;;;;;1;;;;;0;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;8;2009;27-Jul;Presence;KK;1;1;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;;F;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;F;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;9;2009;27-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;10;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;11;2009;27-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;F;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;12;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;13;2009;27-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;14;2009;27-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;15;2009;27-Jul;Presence;KK;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;16;2009;27-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;1;1;;;;;;;;;1;;;;1;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;17;2009;27-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;F;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;18;2009;27-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;19;2009;27-Jul;Presence;KK;1;1;;;;;;;1;1;1;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;20;2009;27-Jul;Presence;KK;;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;21;2009;27-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;1;0;0;0;1;0;0;;;;;;
Alrust;2;31;TTC;31;31 TTC;;;C;22;2009;27-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;2;;
