OriginSite;OriginBlock;originPlotID;TTtreat;destinationPlotID;turfID;RTtreat ;GRtreat;Old Treat;subPlot;year;date;Measure;recorder;Ach mil;Agr cap;Alc alp;Alc sp;Ant dio;Ant odo;Ave fle;Bet pub;Bis viv;Botrych ;Cam rot;Car cap;Car pal;Car pil;Cer alp;Cer fon;Des ces;Dianthus ;Epi ana;Euph sp;Fes ovi;Fes rub;Fes viv;Ger syl;Hie pil;Hie vulg;Hyp mac;Hypo mac;Kna arv;Leo aut;Leu vul;Lot cor;Luz mul;Luz pil;Nar stri;Oma syl;Par pal;Pim sax;Pimp  ;Pla lan;Pla maj;Pla med;Pla sp;Poa alp;Poa pra;Pot cra;Pot ere;Pru vul;Ran acr;Ran rep;Rhin min;Rum ace;Rum ac-la;Sag pro;Sag sag;Sag sp;Sal her;Sil aca;Sil vul;Sol vir;Ste gra;Tarax;Tha alp;Tri pra;Tri rep;Vac myr;Ver alp;Ver cha;Ver off;Ver serp;Vic fla;Vio bif;Vio pal;Vio riv;Vio tri;Vio sp;Visc vul;Nid seedling;pleuro;acro;liver;lichen;litter;soil;rock;totalVascular;totalBryophytes;totalLichen;vegetationHeight;mossHeight;comment
Alrust;2;31;TTC;31;31 TTC;;;C;23;2009;27-Jul;Presence;KK;;1;;;;;;;;;1;;;;;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;1;0;0;0;1;0;0;;;;4;;
Alrust;2;31;TTC;31;31 TTC;;;C;24;2009;27-Jul;Presence;KK;;1;;;;;;;;;1;;;;;;;;;;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;0;0;0;0;1;0;0;;;;2;;
Alrust;2;31;TTC;31;31 TTC;;;C;25;2009;27-Jul;Presence;KK;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;;;3;;
Alrust;2;31;TTC;31;31 TTC;;;C;%;2009;27-Jul;Cover;KK;4;50;;2;;;;;5;1;2;;;;;1;;;;;1;;;;1;1;;;2;10;;30;;;;;;;;;;2;;1;;;;5;5;;;2;1;;;;;;;;;;;10;10;;;;;2;;;;5;;;;1;0.88;0;0;0;1;0;0;80;30;0;2.75;;30 fjernet fra Tot lich.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;1;2009;28-Jul;Presence;KK;;F;;;;;;;1;;;;;;;;1;;;;;1;;;1;;;;;1;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0;0;0;30;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;2;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;1;;;1;;;;;;;;;;;;;;1;0;0;0;40;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;3;2009;28-Jul;Presence;KK;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;F;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;4;2009;28-Jul;Presence;KK;1;F;;;;;;;;;;;;;;;1;;;;;1;;;1;;;;;1;;D;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;5;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;6;2009;28-Jul;Presence;KK;;F;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;7;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;1;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;8;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;1;;;;;;;;;;;;;F;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;9;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;1;;F;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;10;2009;28-Jul;Presence;KK;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;11;2009;28-Jul;Presence;KK;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;30;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;12;2009;28-Jul;Presence;KK;1;1;;1;;;;;1;;;;;;;;1;;;;;;;;1;;;;;F;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;20;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;13;2009;28-Jul;Presence;KK;;1;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;14;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;1;1;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;15;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;30;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;16;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;1;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;17;2009;28-Jul;Presence;KK;1;1;;1;;;;;;;;;;;;;1;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;18;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;19;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;F;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;20;2009;28-Jul;Presence;KK;1;1;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;21;2009;28-Jul;Presence;KK;;F;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;22;2009;28-Jul;Presence;KK;1;1;;1;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;F;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;0;0;10;0;0;;;;4;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;23;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;6;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;24;2009;28-Jul;Presence;KK;1;F;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;30;0;0;;;;4;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;25;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;3;;
Alrust;2;32;TT3;109;32 TT3 109;;;1;%;2009;28-Jul;Cover;KK;5;30;;10;;;;;15;;2;;;;;1;5;;;;;1;;;10;;;;;40;1;20;;;;;;;;;;;;1;;;;10;10;;;;;1;;;;;;;;5;;15;5;;;;;;;;;2;1;;;;0.64;0.08;0;0;13.2;0;0;90;10;0;4.25;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;1;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0;0;0;0;30;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;2;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;1;1;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;3;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;20;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;4;2009;28-Jul;Presence;KK;1;1;;;;;;1;1;;1;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;1;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;5;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;1;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;6;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;7;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;1;;1;1;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;8;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;S;1;;;;;;F;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;20;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;9;2009;28-Jul;Presence;KK;1;1;;;;;;;S;;1;;;;;;;;;;;1;;;;;;;1;F;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;10;2009;28-Jul;Presence;KK;;1;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;;1;1;F;;;;;;;;;;;;;;;;;1;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;11;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;S;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;12;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;13;2009;28-Jul;Presence;KK;;1;;;;;;;F;;;;;;;;;;;;;1;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;1;1;;;;;;;;;;;;;;1;1;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;14;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;SF;;;;;;;;;;1;;D;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;15;2009;28-Jul;Presence;KK;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;F;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;16;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1cf;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;17;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;18;2009;28-Jul;Presence;KK;;1;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;19;2009;28-Jul;Presence;KK;;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;1;1;;D;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;20;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;1;;;;1;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;21;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;22;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;0;0;0;0;20;0;0;;;;3;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;23;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;1;1;;;;1;;;;;1;;;;;1;0;0;0;10;0;0;;;;5;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;24;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;F;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;3;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;25;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;0;0;0;0;5;0;0;;;;5;;
Alrust;2;33;TT2;58;33 TT2 58;;;2;%;2009;28-Jul;Cover;KK;5;40;;;;;;1;10;;2;;;;;;;;;1;;2;;;;;;;10;50;2;30;;;;;;;1;;2;4;;5;;;;2;10;;;1;;1;1;;;;;;;5;;20;10;;;;2;;;;;2;;;;;0.52;0.08;0;0;9.6;0;0;90;10;0;4;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;1;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;SF;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;DF;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;1;0;0;10;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;2;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;SF;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;3;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;SF;;;;;;;;;;;;F;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;4;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;SF;;;;;1;;;;;1;;F;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;5;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;6;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;SF;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;20;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;7;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;SF;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;1;0;0;0;10;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;8;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;9;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;0;0;5;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;10;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;SF;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;F;;;;;1;;;;;;;;;;0;0;0;0;30;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;11;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;SF;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;1;0;0;0;20;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;12;2009;28-Jul;Presence;KK;;F;;;;;;;F;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;20;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;13;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;1;1;0;0;10;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;14;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;1;0;0;0;5;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;15;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;16;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;F;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;1;0;0;0;15;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;17;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;40;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;18;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;1;0;0;0;30;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;19;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0;0;0;30;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;20;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;10;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;21;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;0;0;0;60;0;0;;;;;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;22;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;70;0;0;;;;5;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;23;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;0;0;0;30;0;0;;;;6;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;24;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;0;0;0;20;0;0;;;;6;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;25;2009;28-Jul;Presence;KK;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0;0;0;0;10;0;0;;;;6;;
Alrust;2;34;TT1;32;34 TT1 32;;;3;%;2009;28-Jul;Cover;KK;10;70;;;;;;;20;;1;;;;;;;;;10;;1;;;20;2;;;2;30;;10;;;;;;;;;;2;;2;;;1;5;2;;;;;1;;1;;;;;;2;;10;5;;;1;5;;;;;2;;;;1;0.88;0.08;0;0;19.4;0;0;90;10;0;5.75;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alrust;2;35;TT4;130;35 TT4 130;;;4;1;2009;28-Jul;Presence;KK;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;1;0;0;10;0;0;;;;;;
Alrust;2;35;TT4;130;35 TT4 130;;;4;2;2009;28-Jul;Presence;KK;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;20;0;0;;;;;;
Alrust;2;35;TT4;130;35 TT4 130;;;4;3;2009;28-Jul;Presence;KK;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;30;0;0;;;;;;
